worker_id,worker_name,week_start_date,primary_zone,zone_flood_risk_score,zone_elevation_category,zone_drainage_quality,experience_months,week_number,month,is_northeast_monsoon_season,is_summer_heat_season,festival_week,w_actual,order_earnings,daily_bonus_total,weekly_target_bonus,login_guarantee_received,orders_completed,active_days,total_login_hours,peak_hour_login_days,order_rejection_rate,w_avg_4wk,w_avg_12wk,w_expected,income_vs_peer_ratio,risk_model_score,seasonal_loading_factor,rainfall_mm,max_daily_rainfall_mm,wind_speed_kmph,flood_alert_level,cyclone_warning_active,heatwave_declared,AQI_avg,stfi_event_confirmed,stfi_event_severity,rsmd_news_score,rsmd_news_source_count,google_maps_congestion_index,ndma_emergency_alert_active,rsmd_event_confirmed,rsmd_event_type,rsmd_event_severity,fraud_model_score,fraud_action,gps_spoofing_detected,behavioral_anomaly_flag,fraud_deduction_inr,policy_active,sum_insured,current_claim_loading_pct,claims_last_4wk,daily_zero_income_days,daily_event_active_days,daily_pre_event_rejection_spike,daily_income_trajectory_slope,daily_max_rainfall,daily_max_congestion,daily_max_rsmd_news_score,daily_max_rsmd_source_count,daily_ndma_alert_any_day,daily_peak_hour_days,daily_avg_fraud_score,daily_income_mon,daily_income_tue,daily_income_wed,daily_income_thu,daily_income_fri,daily_income_sat,daily_income_sun,daily_claim_signal_days,weekly_premium_inr,claim_triggered,claim_type,claim_amount_inr
T001,Arun S,2024-10-07,Velachery,0.82,0,0,20,1,10,1,0,0,4511.11,2761.82,1349.29,400.0,0.0,48,5,49.0,3,0.076,4511.11,4511.11,4060.0,0.9807,0.9271,0.65,81.1,27.0,19.3,2,0,0,68,0,0,0.048,0,0.641,0,0,,0,0.1093,AUTO_APPROVE,0,0,0.0,1,6766.66,0.0,0,0,0,0.0,24.03,27.0,0.641,0.048,0,0,3,0.109,35.83645508257082,847.43,805.88,797.03,840.45,1220.31,0.01,0,140.29,0,NONE,0.0
T001,Arun S,2024-10-14,Velachery,0.82,0,0,20,2,10,1,0,0,4642.05,2842.63,1399.42,400.0,0.0,33,5,32.5,2,0.064,4576.58,4580.03,4122.03,1.0091,0.9148,0.65,71.0,37.8,15.3,1,0,0,112,0,0,0.048,0,0.639,0,0,,0,0.0641,AUTO_APPROVE,0,0,0.0,1,6870.04,0.0,0,0,0,0.0,-4.451,37.8,0.639,0.048,0,0,2,0.064,705.76,817.06,21.881442382027494,816.67,956.46,1346.11,-0.01,0,141.9,0,NONE,0.0
T001,Arun S,2024-10-21,Velachery,0.82,0,0,20,3,10,1,0,0,5036.39,3516.61,994.78,525.0,0.0,29,4,53.7,4,0.116,4729.85,4748.43,4273.59,1.0949,0.9285,0.65,60.0,24.4,16.3,1,0,0,94,0,0,0.031,0,0.649,0,0,,0,0.0218,AUTO_APPROVE,0,0,0.0,1,7122.64,0.0,0,0,0,0.0,-64.139,24.4,0.649,0.031,0,0,4,0.022,1034.74,1302.0,1063.68,19.15485506244998,43.34508709252882,12.374836827158529,1635.97,0,147.73,0,NONE,0.0
T001,Arun S,2024-10-28,Velachery,0.82,0,0,20,4,10,1,0,1,5588.02,3335.57,1677.45,575.0,0.0,55,7,59.3,6,0.088,4944.39,4992.56,5091.37,1.2148,0.9183,0.65,98.9,35.6,13.4,1,0,0,60,0,0,0.039,0,0.623,0,0,,0,0.072,AUTO_APPROVE,0,0,0.0,1,7488.84,0.0,0,0,0,0.0,50.043,35.6,0.623,0.039,0,0,6,0.072,749.85,704.9,729.41,655.35,815.43,824.7,1108.38,0,154.85,0,NONE,0.0
T001,Arun S,2024-11-04,Velachery,0.82,0,0,21,5,11,1,0,1,1781.03,1015.24,765.79,0.0,0.0,29,1,17.2,0,0.093,4261.87,4208.33,4346.27,0.3872,1.0,0.65,139.2,63.9,31.4,3,0,0,122,1,4,0.048,0,0.628,0,0,,0,0.0442,AUTO_APPROVE,0,0,0.0,1,6312.5,0.0,0,6,6,0.0625,-190.825,63.9,0.628,0.048,0,0,0,0.044,1781.03,0.0,0.0,0.0,0.0,0.0,0.0,6,133.75,1,STFI,1923.93
T001,Arun S,2024-11-11,Velachery,0.82,0,0,21,6,11,1,0,0,4181.53,2861.62,869.91,450.0,0.0,38,7,46.4,7,0.06,4146.74,4202.61,3782.35,0.909,0.9372,0.65,213.2,146.9,11.3,1,0,0,182,0,0,0.04,0,0.632,0,0,,0,0.0252,AUTO_APPROVE,0,0,0.0,1,6303.91,0.05,1,0,0,0.0,52.478,146.9,0.632,0.04,0,0,7,0.025,559.4,490.48,457.41,534.62,611.19,610.53,917.9,0,137.64,0,NONE,0.0
T001,Arun S,2024-11-18,Velachery,0.82,0,0,21,7,11,1,0,0,4511.98,2613.42,1498.56,400.0,0.0,41,5,33.3,5,0.111,4015.64,4261.91,3835.72,0.9809,0.9386,0.65,247.0,68.9,11.3,1,0,0,232,0,0,0.045,0,0.591,0,0,,0,0.0424,AUTO_APPROVE,0,0,0.0,1,6392.86,0.05,1,0,0,0.0,-62.608,68.9,0.591,0.045,0,0,5,0.042,888.99,781.07,931.82,800.9,8.613478423104315,35.839437021419144,1109.2,0,139.65,0,NONE,0.0
T001,Arun S,2024-11-25,Velachery,0.82,0,0,21,8,11,1,0,0,5277.56,3317.11,1510.45,450.0,0.0,42,4,40.1,4,0.107,3938.02,4440.24,3996.22,1.1473,0.904,0.65,147.1,88.0,12.1,1,0,0,161,0,0,0.048,0,0.615,0,0,,0,0.0777,AUTO_APPROVE,0,0,0.0,1,6660.36,0.05,1,0,0,0.0,35.277,88.0,0.615,0.048,0,0,4,0.078,1092.33,1392.86,7.729988214163663,38.48315962812117,22.487735854289742,1341.4,1450.97,0,143.98,0,NONE,0.0
T001,Arun S,2024-12-02,Velachery,0.82,0,0,22,9,12,1,0,0,1252.22,864.71,387.51,0.0,0.0,25,1,15.4,0,0.192,3805.82,3919.81,3527.83,0.2722,0.9957,0.65,194.8,76.2,33.1,4,0,0,236,1,2,0.041,0,0.19,1,0,,0,0.1179,AUTO_APPROVE,0,0,0.0,1,5879.72,0.05,0,6,7,0.0,-134.166,76.2,0.19,0.041,0,1,0,0.118,1252.22,0.0,0.0,0.0,0.0,0.0,0.0,6,130.64,1,STFI,1706.71
T001,Arun S,2024-12-09,Velachery,0.82,0,0,22,10,12,1,0,0,5191.65,3481.76,1184.89,525.0,0.0,38,6,39.8,3,0.075,4058.35,4115.08,3703.57,1.1286,0.9427,0.65,141.1,85.3,15.9,1,0,0,146,0,0,0.049,0,0.635,0,0,,0,0.079,AUTO_APPROVE,0,0,0.0,1,6172.62,0.12,1,0,0,0.0,44.136,85.3,0.635,0.049,0,0,3,0.079,638.52,836.17,751.31,853.27,41.62054709167656,803.74,1308.64,0,144.0,0,NONE,0.0
T001,Arun S,2024-12-16,Velachery,0.82,0,0,22,11,12,1,0,0,4666.27,3058.32,1282.95,325.0,0.0,47,5,30.0,2,0.053,4096.92,4195.41,3775.87,1.0144,0.8797,0.65,192.3,119.1,14.5,2,0,0,166,0,0,0.041,0,0.649,0,0,,0,0.0591,AUTO_APPROVE,0,0,0.0,1,6293.12,0.12,1,0,0,0.0,-128.402,119.1,0.649,0.041,0,0,2,0.059,765.62,895.47,910.37,759.64,1335.16,33.86131444487623,0.01,0,144.04,0,NONE,0.0
T001,Arun S,2024-12-23,Velachery,0.82,0,0,22,12,12,1,0,0,5018.15,3299.04,1194.11,525.0,0.0,36,7,59.9,2,0.118,4032.07,4310.07,3879.06,1.0909,0.9491,0.65,184.3,108.5,10.9,1,0,0,218,0,0,0.043,0,0.642,0,0,,0,0.0214,AUTO_APPROVE,0,0,0.0,1,6465.1,0.12,1,0,0,0.0,58.722,108.5,0.642,0.043,0,0,2,0.021,579.96,665.56,613.4,642.85,771.34,677.84,1067.2,0,151.11,0,NONE,0.0
T001,Arun S,2024-12-30,Velachery,0.82,0,0,23,13,12,1,0,0,4413.83,2832.46,1131.37,450.0,0.0,35,7,27.1,6,0.079,4822.48,4316.61,3884.95,0.9595,0.9357,0.65,168.5,111.3,15.1,1,0,0,171,0,0,0.044,0,0.579,0,0,,0,0.1176,AUTO_APPROVE,0,0,0.0,1,6474.91,0.12,0,0,0,0.0,38.739,111.3,0.579,0.044,0,0,6,0.118,578.49,556.65,580.48,597.38,589.65,609.24,901.94,0,150.74,0,NONE,0.0
